lowera,meda,uppera,loweravar,medavar,upperavar,lowerh,medh,upperh,lowerhvar,medhvar,upperhvar,time
24.6763238684119,24.9227130806164,25.109602542121,17.5025521735069,18.9041951224962,20.2273782251559,11.3189195753079,11.3948255119511,11.4592058366262,1.85370444685698,1.98449241341476,2.09569849210678,0
24.5841362156355,24.7619678296628,24.9868698688451,16.8900494317115,18.3533518869256,20.1400816662782,11.283425035301,11.362667534968,11.4565717754326,1.83881202849656,1.95944168068854,2.13571216209504,0.25
24.3837207946526,24.6886980268262,24.9214595622741,16.7325009033564,18.6721455549987,20.3063735377061,11.2554297121407,11.3502907658021,11.4418151334806,1.79019610788627,1.94704761172168,2.13677248017407,0.5
24.2958992786894,24.6099714626904,24.7984441855741,16.4988620345595,18.4199514928636,20.0521333078372,11.2321389985219,11.3233989450317,11.4041739204721,1.76450127116572,1.97238910911768,2.14352768642598,0.75
24.1912130263581,24.4812159197289,24.7071993373266,16.2781606364349,17.9630689219919,19.9285293153295,11.2101506341772,11.2988653597873,11.3640644988337,1.73695623444595,1.95575958934288,2.12098027881042,1
23.9967350325511,24.3508942825771,24.5852238127892,15.8767082573795,17.8898660234486,20.156330702787,11.1845825894589,11.2684636262888,11.354459893909,1.7851060769987,1.92956956285206,2.1402496230688,1.25
23.8950634423911,24.2676557812516,24.4757544247746,16.0857429932739,17.8229270338943,19.8560317792463,11.1417454791311,11.2422961783559,11.3188046668464,1.80267323430792,1.93762924604305,2.1266441530065,1.5
23.7667719277518,24.1200289128837,24.3967803097314,15.4346931470676,18.0287225511257,20.2551104133277,11.1194588490255,11.2067136296178,11.3117618665067,1.79368103362881,1.95556843947765,2.17142595562421,1.75
23.6778632750195,24.0295462980152,24.3306651866878,15.5817621574488,17.9661011580481,20.6437033026387,11.0837884793639,11.1747282095465,11.2825311313648,1.82826969093829,1.96420247692103,2.13576318840359,2
23.5295561950283,23.8496710826713,24.1824003869556,15.5539369849433,17.7142304992736,20.0582735825308,11.025602047629,11.1568520136435,11.2573677621211,1.79708582255014,1.95209667583468,2.15322027477835,2.25
23.4326696806805,23.7791884215335,24.1831089162246,15.6468353437463,17.7479581393009,19.913213018921,10.9868953858855,11.1159427156604,11.2368732569954,1.7361232068498,1.90605183023379,2.09828616786801,2.5
23.3141784819162,23.6046467417037,24.0243042510897,15.6168879138678,17.4467923889673,19.8440651505537,10.9467105089411,11.098943987262,11.199192411622,1.7086907020316,1.89709151698531,2.1281817062945,2.75
23.073813196645,23.4964852644657,23.8901801107031,15.5167582193963,17.6590627542431,19.539153420587,10.8998395509608,11.0670713712988,11.1758171132643,1.73860574028228,1.93051027879335,2.12665531642007,3
22.9920124860447,23.3650834088664,23.8026928049288,15.4732719392323,17.5818944475994,19.3373296645483,10.8766669539869,11.0113509016783,11.1221521000656,1.7281550697572,1.95285707743581,2.09488713942166,3.25
22.8340432266612,23.217901068864,23.5803057844848,15.6120602753037,17.3146114765702,19.3698005871699,10.8584910804046,10.9862423841321,11.0919325666979,1.77555981334808,1.91271215472934,2.11272093986436,3.5
22.6645777211511,23.1008194065327,23.5062226504848,15.599996665591,16.7213920848702,19.0588916779263,10.847073779642,10.9658478321139,11.0867186354281,1.72947516809933,1.93552694573747,2.11852131740303,3.75
