HandlingTime,AttackRate,NumberPersist,MinPrey,MinPred
0.0128,0.028,100,230.772279311999,119.408102846203
0.0192,0.028,100,239.344538265701,123.564149850609
0.0256,0.028,92,88.5074275672896,86.361546547853
0.032,0.028,64,25.301744159023,58.0381681833456
0.0384,0.028,37,12.6649353535607,47.7569659962655
0.0448,0.028,26,11.6122129888851,46.6701101880852
0.0512,0.028,13,8.6534938284121,43.047211402778
0.0576,0.028,4,8.09508026831687,42.1504439169185
0.064,0.028,9,8.74330308170776,42.9206128613702
0.0704,0.028,6,8.75675778493286,42.7947862300801
0.0768,0.028,17,8.89121152301224,42.8324964279604
0.0832,0.028,19,9.40787757129388,43.4157576761845
0.0896,0.028,29,11.1374080477973,45.3530669734158
0.096,0.028,32,10.8319849454477,44.7856441103181
0.1024,0.028,40,15.1314881257429,49.0894608509157
0.1088,0.028,47,22.0844623698571,54.9617147280598
0.1152,0.028,64,38.6068849267655,66.3608533518172
0.1216,0.028,73,290.748971630578,170.827216259428
0.128,0.028,84,917.18083030262,289.325521597839
0.1344,0.028,98,1105.23954355089,288.176565218457
0.1408,0.028,99,1379.30132201385,249.377561337941
0.1472,0.028,91,1833.13100679548,88.3405268621555
0.1536,0.028,0,1998.42252254983,9.77093714047972e-14
0.16,0.028,0,1998.42252559279,6.25664845202883e-32
0.0064,0.032,100,194.009509027635,102.44718292924
0.0128,0.032,95,201.507325883975,106.106413670824
0.0192,0.032,74,198.420290382536,107.609021233286
0.0256,0.032,36,15.3453154204901,45.8956151377682
0.032,0.032,13,7.11989659635721,37.4462715800777
0.0384,0.032,4,4.24247366084199,32.8257245092753
0.0448,0.032,0,3.23412408236711,30.6224267719631
0.0512,0.032,1,2.69884793869439,29.2512287008688
0.0576,0.032,0,2.40605987744575,28.3846577770163
0.064,0.032,0,2.28424488049827,27.9135477846432
0.0704,0.032,0,2.19466993601214,27.5406270329451
0.0768,0.032,0,2.10400898235211,27.1328466828613
0.0832,0.032,1,2.20918705623323,27.3374673176282
0.0896,0.032,1,2.32522303936861,27.5146629290932
0.096,0.032,3,2.42705774603533,27.6817986545689
0.1024,0.032,5,2.95113642641272,28.8597024798636
0.1088,0.032,5,3.78902959891348,30.5220770233072
0.1152,0.032,19,5.53418463113495,33.4677153458315
0.1216,0.032,26,5.4905684097858,33.1702384404345
0.128,0.032,56,83.6832910903821,85.5589529144438
0.1344,0.032,71,963.400731942532,291.071648588031
0.1408,0.032,82,1206.58719107827,278.995162564856
0.1472,0.032,100,1603.8763397241,184.795668646381
0.1536,0.032,0,1998.41630813094,4.40180216971693e-07
0.16,0.032,0,1998.42252559276,1.01006198009317e-25
0.0064,0.036,95,172.475564601276,92.1516887139779
0.0128,0.036,74,178.428747837551,95.3385710542907
0.0192,0.036,35,26.8526446636183,49.8333137641042
0.0256,0.036,12,4.69083868272293,30.9504160147932
0.032,0.036,1,1.88760441086138,24.8500533647163
0.0384,0.036,0,1.17396759334728,22.2690212449195
0.0448,0.036,0,0.866082965544314,20.7698486376488
0.0512,0.036,0,0.71543014678086,19.8339792586628
0.0576,0.036,0,0.62302187810768,19.1424288154687
0.064,0.036,0,0.562070599299623,18.6352650603562
0.0704,0.036,0,0.514564993964473,18.2150158019186
0.0768,0.036,0,0.485483530153561,17.9065514151284
0.0832,0.036,0,0.476574532183751,17.7451027780846
0.0896,0.036,0,0.478766279919631,17.6691441886167
0.096,0.036,0,0.511393662747715,17.8077949162648
0.1024,0.036,0,0.565162582882439,18.1002499068114
0.1088,0.036,0,0.671504900002283,18.6644110969729
0.1152,0.036,2,0.914272818941204,19.8497547301767
0.1216,0.036,5,1.41806527929916,21.7882335145914
0.128,0.036,18,3.06422197686508,26.0334543448246
0.1344,0.036,32,320.896296631352,174.52638122422
0.1408,0.036,56,1071.47412232281,289.836400626643
0.1472,0.036,97,1425.5267130068,238.492161852113
0.1536,0.036,0,1996.14757425316,0.0703310159546064
0.16,0.036,0,1998.42252559185,8.75913923223636e-21
0.0064,0.04,82,155.01727173403,83.6831117011022
0.0128,0.04,57,159.170676382311,86.3417828377265
0.0192,0.04,18,6.88289725015029,31.6296544084424
0.0256,0.04,2,1.24288215507305,20.935878761693
0.032,0.04,0,0.513055269730325,17.1833268826019
0.0384,0.04,0,0.313920800943933,15.4280447921365
0.0448,0.04,0,0.229503811945738,14.4127070360968
0.0512,0.04,0,0.185028461367038,13.7246089653932
0.0576,0.04,0,0.145835002746659,13.0140370466104
0.064,0.04,0,0.129853471490307,12.6529758442012
0.0704,0.04,0,0.115779087560977,12.3104213179929
0.0768,0.04,0,0.103200993923443,11.9623067092171
0.0832,0.04,0,0.0712443192940682,11.0563890953176
0.0896,0.04,0,0.0961924049650324,11.6773764635567
0.096,0.04,0,0.0981331276744076,11.660450558314
0.1024,0.04,0,0.105801112149911,11.7599716159945
0.1088,0.04,0,0.12340204378407,12.0519967159202
0.1152,0.04,0,0.15473555344187,12.531298650471
0.1216,0.04,2,0.217762604118284,13.3398909304555
0.128,0.04,6,0.391294487680089,14.9718818751481
0.1344,0.04,11,1.17774119552323,18.9618892523966
0.1408,0.04,21,955.940606670702,290.731888559544
0.1472,0.04,69,1282.78241660233,268.082229744138
0.1536,0.04,81,1911.91732176158,47.4482239485536
0.16,0.04,0,1998.42252549561,9.19840315532194e-17
0.0064,0.044,72,140.740455390354,76.623052274949
0.0128,0.044,32,137.877501117586,77.6059890627362
0.0192,0.044,1,1.83450168751346,21.3564251551636
0.0256,0.044,0,0.330081142188115,14.5831027116548
0.032,0.044,0,0.1378737201769,12.144485641708
0.0384,0.044,0,0.0838811561971248,10.9374488189222
0.0448,0.044,0,0.0588234152946744,10.1479003561621
0.0512,0.044,0,0.0443160100736203,9.56820334951377
0.0576,0.044,0,0.0358369153054717,9.13487371045929
0.064,0.044,0,0.0290356375418499,8.73157776976972
0.0704,0.044,0,0.0176747150557078,7.89805553430793
0.0768,0.044,0,0.0217336670399838,8.17413155198331
0.0832,0.044,0,0.0197467045509771,7.98339446755895
0.0896,0.044,0,0.0186593874915027,7.85151396390232
0.096,0.044,0,0.0183680360300476,7.78028246924202
0.1024,0.044,0,0.0191468829845021,7.79666337888473
0.1088,0.044,0,0.0212085014026326,7.89468726054317
0.1152,0.044,0,0.0265323297810254,8.18545676723955
0.1216,0.044,0,0.0348928327361044,8.56926968246073
0.128,0.044,1,0.058161361069265,9.39396345153801
0.1344,0.044,3,0.130765499491811,10.9571162340319
0.1408,0.044,21,1.88470078908432,19.5871043216119
0.1472,0.044,47,1166.13716367954,283.448399312504
0.1536,0.044,100,1737.85426016389,132.083459245937
0.16,0.044,0,1998.42252108427,2.00051814938617e-13
0.0064,0.048,49,128.861257172669,70.6416504373501
0.0128,0.048,17,24.2375781709579,39.7755123119047
0.0192,0.048,1,0.450926780113167,14.6041191091727
0.0256,0.048,0,0.0853784077338243,10.3172063794423
0.032,0.048,0,0.0344581294961228,8.60030123292326
0.0384,0.048,0,0.021545952136008,7.82065228500006
0.0448,0.048,0,0.0145378590800075,7.23821367313488
0.0512,0.048,0,0.0105562373530156,6.76682342915486
0.0576,0.048,0,0.00807527194073102,6.40672233512794
0.064,0.048,0,0.0063285652913296,6.08992638806378
0.0704,0.048,0,0.00440724239790709,5.66040955173918
0.0768,0.048,0,0.00434361862219312,5.6185011754159
0.0832,0.048,0,0.00381253632344792,5.45630027107749
0.0896,0.048,0,0.00345797521127894,5.33001002373707
0.096,0.048,0,0.00333423127504514,5.26132881602572
0.1024,0.048,0,0.00341736940358976,5.25133448909462
0.1088,0.048,0,0.00374840094730068,5.30744575469021
0.1152,0.048,0,0.00441760907073057,5.4346530317227
0.1216,0.048,0,0.00570276940580096,5.65799633542956
0.128,0.048,0,0.00886889145358443,6.09631434106871
0.1344,0.048,0,0.0178940489276576,6.90188106129841
0.1408,0.048,7,0.0729635578292133,9.0043430863721
0.1472,0.048,29,1066.43768098469,290.048768196409
0.1536,0.048,100,1592.94801269503,188.617733467704
0.16,0.048,0,1998.42241129224,1.30218360945306e-10
0.0064,0.052,42,118.758902348943,65.5117016833975
0.0128,0.052,15,5.91799393956568,25.1964950989293
0.0192,0.052,0,0.104957796121789,10.1497547521711
0.0256,0.052,0,0.0215300012313496,7.39990298979291
0.032,0.052,0,0.00932128662183188,6.27838483684589
0.0384,0.052,0,0.00534072097427268,5.63016001664541
0.0448,0.052,0,0.0035046889656657,5.18301329464456
0.0512,0.052,0,0.00235007125070855,4.78650429294211
0.0576,0.052,0,0.00166331166271971,4.47371486309523
0.064,0.052,0,0.00132328021721484,4.27026549729112
0.0704,0.052,0,0.00103507580176969,4.06204766153267
0.0768,0.052,0,0.000840420875513721,3.8929948873982
0.0832,0.052,0,0.000708420733723345,3.75541100008162
0.0896,0.052,0,0.000631464969168023,3.65392060958518
0.096,0.052,0,0.000585566917765218,3.58142516074684
0.1024,0.052,0,0.000580088486980555,3.55356762727257
0.1088,0.052,0,0.000621626762091268,3.57672321791763
0.1152,0.052,0,0.000714544471338056,3.64333703120104
0.1216,0.052,0,0.000929257930361071,3.79089195366281
0.128,0.052,0,0.00134868061099126,4.02505809911064
0.1344,0.052,0,0.00256207340022775,4.49053266958283
0.1408,0.052,7,0.00796863430020288,5.49564622803866
0.1472,0.052,1,978.399940360296,291.144985375893
0.1536,0.052,84,1470.31606855905,226.753109482659
0.16,0.052,0,1998.42072264177,3.29209306875743e-08
0.0064,0.056,23,109.973182495557,61.0445199884696
0.0128,0.056,4,1.48633269440055,16.9690648029688
0.0192,0.056,0,0.0284740047442879,7.38853661695536
0.0256,0.056,0,0.00549800708332192,5.37230339696895
0.032,0.056,0,0.00232256840458722,4.56341775639906
0.0384,0.056,0,0.00131071138691941,4.08446778570266
0.0448,0.056,0,0.000816286368101696,3.72871088165325
0.0512,0.056,0,0.000534687671031774,3.43926040449976
0.0576,0.056,0,0.000372379832402964,3.20689658812409
0.064,0.056,0,0.000268797635745227,3.00934151554955
0.0704,0.056,0,0.000199683860905539,2.84487528183265
0.0768,0.056,0,0.000154764267821842,2.70985076309485
0.0832,0.056,0,0.000125086737833125,2.58409287665416
0.0896,0.056,0,0.000108307738443404,2.51697855025274
0.096,0.056,0,0.000100782919139811,2.46605644044185
0.1024,0.056,0,9.65334171136607e-05,2.42511918821399
0.1088,0.056,0,9.97002829264215e-05,2.41805315141721
0.1152,0.056,0,0.000114651379650415,2.46741245593143
0.1216,0.056,0,0.000144734261680642,2.55343133719314
0.128,0.056,0,0.000205685273871456,2.69713623829069
0.1344,0.056,0,0.000373663894456649,2.97179272018363
0.1408,0.056,3,0.00102697856984708,3.53662952265314
0.1472,0.056,58,0.0463778735093984,7.21305408002564
0.1536,0.056,64,1365.17849928218,252.455181847236
0.16,0.056,0,1998.40250182389,3.90358537488572e-06
0.0064,0.06,16,102.321623504342,57.1234449396048
0.0128,0.06,0,0.352813739705029,11.6896297997479
0.0192,0.06,0,0.00710448122172029,5.35426911751645
0.0256,0.06,0,0.0013623826019569,3.92278502991087
0.032,0.06,0,0.000582873401744141,3.34194111097807
0.0384,0.06,0,0.000312857286244551,2.97513556511922
0.0448,0.06,0,0.000185648553218172,2.69770422095662
0.0512,0.06,0,0.000116933803213154,2.4723129823031
0.0576,0.06,0,7.46484849026471e-05,2.28734691659467
0.064,0.06,0,5.15957175269081e-05,2.13000920806793
0.0704,0.06,0,3.62320710702743e-05,1.9996374589841
0.0768,0.06,0,2.8305164266845e-05,1.8888083077849
0.0832,0.06,0,1.9897349912001e-05,1.80882756254744
0.0896,0.06,0,1.90173747305626e-05,1.74353542371055
0.096,0.06,0,1.62453792852173e-05,1.69478332157289
0.1024,0.06,0,1.60991525680731e-05,1.67225946834522
0.1088,0.06,0,1.47020335741717e-05,1.66503121084123
0.1152,0.06,0,1.78317704231042e-05,1.68298099258781
0.1216,0.06,0,2.02237000027625e-05,1.73256504643835
0.128,0.06,0,3.02861208608928e-05,1.8098569226781
0.1344,0.06,0,5.47504538749661e-05,1.99117818390858
0.1408,0.06,4,0.000132262955919352,2.30851976978383
0.1472,0.06,47,0.00114637579134227,3.37406539096914
0.1536,0.06,48,1274.02694944091,269.513693812635
0.16,0.06,0,1998.26625371981,0.000249176653693671
0.0064,0.064,13,95.6385504638451,53.6695756009585
0.0128,0.064,0,0.0850697644706843,8.27377930174256
0.0192,0.064,0,0.00169774873843353,3.8924347028392
0.0256,0.064,0,0.000347584571332975,2.90076304700726
0.032,0.064,0,0.00014215585407243,2.46263058470002
0.0384,0.064,0,7.24786880023123e-05,2.17578462587587
0.0448,0.064,0,4.14823239377397e-05,1.95818974064309
0.0512,0.064,0,2.22278505846716e-05,1.77330110741892
0.0576,0.064,0,1.51425907421794e-05,1.63804249444918
0.064,0.064,0,8.9461915781646e-06,1.51774246629844
0.0704,0.064,0,5.05924326889061e-06,1.41777134537872
0.0768,0.064,0,4.97731517669614e-06,1.33216999702073
0.0832,0.064,0,3.18024320027391e-06,1.25690064878345
0.0896,0.064,0,1.83325914914015e-06,1.21263965031485
0.096,0.064,0,1.61396207301014e-06,1.17390864196199
0.1024,0.064,0,1.43626304947384e-06,1.15285700443947
0.1088,0.064,0,1.44360695219477e-06,1.14389479719924
0.1152,0.064,0,1.5173825785034e-06,1.15338108432015
0.1216,0.064,0,3.05441280547902e-06,1.18480763398092
0.128,0.064,0,2.6575824763655e-06,1.2451815867434
0.1344,0.064,0,6.98223819458523e-06,1.34970237906596
0.1408,0.064,3,1.90155351150323e-05,1.55547396500079
0.1472,0.064,45,0.000111997382105702,2.10227183777679
0.1536,0.064,27,1194.35721620839,280.465431447252
0.16,0.064,0,1997.47397153958,0.00944050526635246
0.0064,0.068,8,89.4258070836723,50.5304733661777
0.0128,0.068,0,0.0197551762072492,5.90557685051906
0.0192,0.068,0,0.000423301757028031,2.87031096076671
0.0256,0.068,0,8.4434021546434e-05,2.14526647907881
0.032,0.068,0,3.37629881990685e-05,1.81426647246048
0.0384,0.068,0,1.51551303555608e-05,1.60227206278375
0.0448,0.068,0,9.24491440581773e-06,1.43463286998163
0.0512,0.068,0,2.94095985247406e-06,1.29017850943809
0.0576,0.068,0,1.86179448815035e-06,1.17742934587569
0.064,0.068,0,1.13026997068825e-06,1.08516555819735
0.0704,0.068,0,7.42448195049047e-07,1.008456892483
0.0768,0.068,0,5.14423079774278e-07,0.946012478635159
0.0832,0.068,0,3.52213039638873e-07,0.896047748351988
0.0896,0.068,0,2.60008690878928e-07,0.845580609059356
0.096,0.068,0,2.35961591918569e-07,0.825208350574534
0.1024,0.068,0,1.9136328379289e-07,0.809300131208794
0.1088,0.068,0,2.20956933824081e-07,0.800572499540865
0.1152,0.068,0,1.97087478088789e-07,0.804272287198694
0.1216,0.068,0,2.87210021631169e-07,0.821468618607777
0.128,0.068,0,4.66332271105575e-07,0.859104268569677
0.1344,0.068,0,6.45650449048177e-07,0.926349132969728
0.1408,0.068,0,1.6586191600263e-06,1.05627823596081
0.1472,0.068,48,1.11348248138524e-05,1.37374972120608
0.1536,0.068,21,1124.04666368953,287.03719536575
0.16,0.068,0,1993.94018598211,0.223944295192945
0.0064,0.072,4,83.9706445618536,47.7468600678193
0.0128,0.072,1,0.00463611723978511,4.27907279676089
0.0192,0.072,0,0.000102398916161486,2.12667899793588
0.0256,0.072,0,2.00428739318901e-05,1.60208602514679
0.032,0.072,0,6.10266362771857e-06,1.35134675035189
0.0384,0.072,0,3.06825347019348e-06,1.18164999170736
0.0448,0.072,0,1.14943098525958e-06,1.047204300745
0.0512,0.072,0,5.40961983805025e-07,0.941297930585919
0.0576,0.072,0,2.92859737556334e-07,0.856804625724671
0.064,0.072,0,1.76783733893075e-07,0.787150310304331
0.0704,0.072,0,9.59587949474505e-08,0.729652769613088
0.0768,0.072,0,6.23997272256675e-08,0.676615826161489
0.0832,0.072,0,4.20146958062605e-08,0.638273847358657
0.0896,0.072,0,2.44246051165411e-08,0.60853561892073
0.096,0.072,0,3.07533338508961e-08,0.586455102752841
0.1024,0.072,0,1.76862372741209e-08,0.574463046343025
0.1088,0.072,0,1.32536361657215e-08,0.565845233972072
0.1152,0.072,0,1.99360394180706e-08,0.567094296273693
0.1216,0.072,0,2.46166871671226e-08,0.576703111310598
0.128,0.072,0,5.2843104033956e-08,0.604240607264319
0.1344,0.072,0,7.06857038219118e-08,0.644570837745126
0.1408,0.072,2,2.74879537868362e-07,0.727197311548625
0.1472,0.072,35,1.58477063591349e-06,0.916459843459167
0.1536,0.072,18,1055.15009969366,289.962203012501
0.16,0.072,21,1981.61888203515,3.21749879442368
0.0064,0.076,7,78.6417892016062,45.1222626323868
0.0128,0.076,0,0.00106229349337413,3.11481889982711
0.0192,0.076,0,2.35878926004587e-05,1.5849998510652
0.0256,0.076,0,3.08510067182471e-06,1.19878575019403
0.032,0.076,0,1.1028719874033e-06,1.00814543976631
0.0384,0.076,0,4.4434343695339e-07,0.877329417838755
0.0448,0.076,0,1.91682928846958e-07,0.777510874516471
0.0512,0.076,0,1.58551344907146e-07,0.695592117435392
0.0576,0.076,0,3.75679576433618e-08,0.626036187053121
0.064,0.076,0,1.79622345258141e-08,0.575382272151041
0.0704,0.076,0,6.26730962030856e-09,0.534278355121675
0.0768,0.076,0,-2.04947936310959e-09,0.501688875900802
0.0832,0.076,0,-3.06025678293005e-09,0.477140608195733
0.0896,0.076,0,-4.69344952630723e-09,0.455581686536886
0.096,0.076,0,-5.90486428394027e-09,0.442095892009596
0.1024,0.076,0,-5.16814986561955e-09,0.431621299054611
0.1088,0.076,0,-3.58454316867714e-09,0.426541594594244
0.1152,0.076,0,-5.43845491419231e-09,0.427780897988907
0.1216,0.076,0,-4.68768372056038e-09,0.429160489536136
0.128,0.076,0,1.33157638095192e-08,0.45246501672998
0.1344,0.076,0,1.15240646057579e-08,0.464701115015258
0.1408,0.076,0,8.60185299138155e-09,0.515812570365686
0.1472,0.076,22,1.03507049555277e-07,0.631335834776009
0.1536,0.076,7,991.442092888157,291.188528318759
0.16,0.076,59,1948.74269792914,22.7687731917622
0.0064,0.08,1,72.8812843796265,42.5331296855778
0.0128,0.08,0,0.000247095738263929,2.29038527421712
0.0192,0.08,0,4.65383454818108e-06,1.18789301696527
0.0256,0.08,0,7.15748843627587e-07,0.904229586001572
0.032,0.08,0,2.12666399515524e-07,0.762261351528122
0.0384,0.08,0,7.33641512095992e-08,0.659695401579025
0.0448,0.08,0,2.57249137058259e-08,0.579587822125658
0.0512,0.08,0,4.89857882755124e-09,0.520262254579758
0.0576,0.08,0,-1.12782118749452e-10,0.475493995073206
0.064,0.08,0,8.5873229098573e-10,0.441663416205149
0.0704,0.08,0,-6.54957940372337e-09,0.414601191944371
0.0768,0.08,0,-6.3590963399044e-09,0.395370844141801
0.0832,0.08,0,-5.91148856917704e-09,0.380660957779843
0.0896,0.08,0,-6.6049741841804e-09,0.369360781921711
0.096,0.08,0,-5.53335498610472e-09,0.361849849600385
0.1024,0.08,0,-5.08698563747477e-09,0.356597998061308
0.1088,0.08,0,-5.98362506556546e-09,0.352662806235881
0.1152,0.08,0,-6.23345331869225e-09,0.350416231477685
0.1216,0.08,0,-6.08711698970143e-09,0.351202789884483
0.128,0.08,0,-5.71585780300849e-09,0.353390150103734
0.1344,0.08,0,-6.76467860956384e-09,0.363111990693679
0.1408,0.08,0,-6.35568068074508e-09,0.3852754635706
0.1472,0.08,21,9.47063469417748e-09,0.450731478663878
0.1536,0.08,7,818.491846026642,280.219696175419
0.16,0.08,89,1875.51249394327,61.5344055204576
0.0064,0.084,0,37.1820375454674,31.9463832011525
0.0128,0.084,0,5.68689009966573e-05,1.68992975399271
0.0192,0.084,0,1.46754346835472e-06,0.904597300449751
