HandlingTime,AttackRate,NumberPersist,MinPrey,MinPred
0.0256,0.084,0,1.34311551352665e-07,0.689217096974552
0.032,0.084,0,3.06940568893005e-08,0.576474527757001
0.0384,0.084,0,3.51753174320355e-09,0.502253723467254
0.0448,0.084,0,-3.88997908059665e-09,0.448298952784379
0.0512,0.084,0,-6.02752039860765e-09,0.40979354555478
0.0576,0.084,0,-5.59835215010278e-09,0.381974944909267
0.064,0.084,0,-6.44780200050587e-09,0.364162132090361
0.0704,0.084,0,-5.7707770619293e-09,0.35100226027024
0.0768,0.084,0,-6.26926429051954e-09,0.341371063260497
0.0832,0.084,0,-5.77642776047281e-09,0.336495333628967
0.0896,0.084,0,-5.92829116360783e-09,0.333279905347563
0.096,0.084,0,-5.82524313366366e-09,0.331976884761214
0.1024,0.084,0,-3.692829747368e-09,0.326994584032536
0.1088,0.084,0,-4.80852867821169e-09,0.325342134390384
0.1152,0.084,0,-3.78434836408873e-09,0.323103236807775
0.1216,0.084,0,-6.70726655276859e-09,0.323386557294755
0.128,0.084,0,-5.30938074302128e-09,0.321853288470069
0.1344,0.084,0,-4.92924133928828e-09,0.320064874766869
0.1408,0.084,0,-3.7212920802491e-09,0.322175472250567
0.1472,0.084,23,2.34337307236361e-09,0.354031722133892
0.1536,0.084,88,4.68148502408478e-08,0.592595295298779
0.16,0.084,97,1784.93801078134,102.74252502408
0.0064,0.088,1,5.47559775429313,16.9192744757504
0.0128,0.088,0,1.20486764269757e-05,1.26048884132437
0.0192,0.088,0,1.67833443238336e-07,0.686112737999735
0.0256,0.088,0,1.69691203910428e-08,0.528335046066149
0.032,0.088,0,-1.81460953015638e-09,0.451886664518612
0.0384,0.088,0,-6.38869672638979e-09,0.400371184981366
0.0448,0.088,0,-6.30578249848919e-09,0.366968561832625
0.0512,0.088,0,-6.48222559428593e-09,0.345489434960787
0.0576,0.088,0,-5.98055537067314e-09,0.333806088199853
0.064,0.088,0,-6.07712183792493e-09,0.32796161565918
0.0704,0.088,0,-6.74556415611614e-09,0.325623996573695
0.0768,0.088,0,-6.70990614384319e-09,0.325328938982088
0.0832,0.088,0,-6.73851420562796e-09,0.329295275466407
0.0896,0.088,0,-7.52685514446552e-09,0.332787009654347
0.096,0.088,0,-7.19365059216558e-09,0.335099193448919
0.1024,0.088,0,-9.54351986837121e-09,0.338265989974698
0.1088,0.088,0,-7.70865635884343e-09,0.332808698111513
0.1152,0.088,0,-9.17179600405495e-09,0.333664572387727
0.1216,0.088,0,-7.42523674840882e-09,0.329511587430377
0.128,0.088,0,-6.7355043041069e-09,0.323222395240255
0.1344,0.088,0,-4.72671224422731e-09,0.314675733981622
0.1408,0.088,0,-6.97255591407316e-09,0.305065047630454
0.1472,0.088,18,-3.67809256215562e-09,0.331982790041844
0.1536,0.088,91,8.16335307504526e-09,0.362041651949423
0.16,0.088,98,1703.13449025909,141.791652848116
0.0064,0.092,0,1.89022744828478,12.39964407284
0.0128,0.092,0,1.88753143394717e-06,0.943783522110635
0.0192,0.092,0,2.61637042835039e-08,0.530041566974554
0.0256,0.092,0,-1.21867519162942e-09,0.421066765528077
0.032,0.092,0,-6.83770782267597e-09,0.368779179213587
0.0384,0.092,0,-6.48658379576903e-09,0.338851085912681
0.0448,0.092,0,-6.21043531836549e-09,0.324746763909383
0.0512,0.092,0,-6.278648062851e-09,0.316027326528689
0.0576,0.092,0,-7.13690774220293e-09,0.318581459021755
0.064,0.092,0,-7.82764416228086e-09,0.324782035957423
0.0704,0.092,0,-9.27889962709827e-09,0.331584463321638
0.0768,0.092,0,-1.03109307962446e-08,0.337574774249204
0.0832,0.092,0,-1.06732168347668e-08,0.343578588894046
0.0896,0.092,0,-1.27308140544617e-08,0.348979224770031
0.096,0.092,0,-1.45092252649231e-08,0.352146142561263
0.1024,0.092,0,-1.58439314530808e-08,0.353486828661967
0.1088,0.092,0,-1.66337582329906e-08,0.35332829885542
0.1152,0.092,0,-1.68689502014811e-08,0.351859443508762
0.1216,0.092,0,-1.61869494883425e-08,0.347206423673271
0.128,0.092,0,-1.47084422897916e-08,0.341141762066559
0.1344,0.092,0,-1.22038838236842e-08,0.330636940360255
0.1408,0.092,0,-8.48305451892868e-09,0.315686762258482
0.1472,0.092,18,-6.99595559486762e-09,0.294464781693057
0.1536,0.092,80,1.75930085677416e-10,0.294080450401833
0.16,0.092,93,1628.98066514808,173.748537005079
0.0064,0.096,0,0.439710750337909,8.53967617177245
0.0128,0.096,0,6.79170784792815e-07,0.77854896658059
0.0192,0.096,0,-3.47528753947829e-09,0.41935990894027
0.0256,0.096,0,-6.34559684897864e-09,0.349679261407269
0.032,0.096,0,-6.02886746068571e-09,0.321149571414305
0.0384,0.096,0,-5.47344883263026e-09,0.31144041516495
0.0448,0.096,0,-6.93505802000008e-09,0.308366474658443
0.0512,0.096,0,-7.86857196795194e-09,0.317689422698404
0.0576,0.096,0,-9.38903436484646e-09,0.326989226605086
0.064,0.096,0,-1.10677730324286e-08,0.337460972586442
0.0704,0.096,0,-1.41664027835353e-08,0.346082028134965
0.0768,0.096,0,-1.76570305417556e-08,0.353436946282553
0.0832,0.096,0,-2.12468376705636e-08,0.35878011316818
0.0896,0.096,0,-2.47027139511028e-08,0.361570119802105
0.096,0.096,0,-2.83215123794258e-08,0.362883729193735
0.1024,0.096,0,-3.06863658770117e-08,0.362555095387927
0.1088,0.096,0,-3.25035771723395e-08,0.361040799189119
0.1152,0.096,0,-3.28618052826522e-08,0.358780562827794
0.1216,0.096,0,-3.17945227430193e-08,0.35614273516922
0.128,0.096,0,-2.92522464544615e-08,0.341544897414984
0.1344,0.096,0,-2.4793262220895e-08,0.344499904975153
0.1408,0.096,0,-1.90244583450171e-08,0.335050222330251
0.1472,0.096,7,-1.18665717791154e-08,0.311417225629994
0.1536,0.096,78,-1.96339775522935e-09,0.275060843759483
0.16,0.096,93,1561.05438332133,198.79395077151
0.0064,0.1,0,0.101402997563599,6.04445505081961
0.0128,0.1,0,7.04352985266653e-08,0.553326892361355
0.0192,0.1,0,-6.73657564762805e-09,0.348016430785068
0.0256,0.1,0,-6.22342963652071e-09,0.309006618155866
0.032,0.1,0,-5.7044389644399e-09,0.298408984409802
0.0384,0.1,0,-6.79318159884088e-09,0.303895113618876
0.0448,0.1,0,-8.52542779701461e-09,0.316689634326666
0.0512,0.1,0,-1.0920491852924e-08,0.328633467438534
0.0576,0.1,0,-1.54838388052629e-08,0.34203483897089
0.064,0.1,0,-2.05671723509334e-08,0.350716992472235
0.0704,0.1,0,-2.64430636288212e-08,0.356758449678016
0.0768,0.1,0,-3.28969594567568e-08,0.359352784668928
0.0832,0.1,0,-3.99430405554515e-08,0.360197191074876
0.0896,0.1,0,-4.67924026953849e-08,0.356959061778895
0.096,0.1,0,-5.27541059029821e-08,0.353525034087296
0.1024,0.1,0,-5.80492025218199e-08,0.349972032581635
0.1088,0.1,0,-6.17132469470978e-08,0.346945882908449
0.1152,0.1,0,-6.25853626314638e-08,0.343749070803836
0.1216,0.1,0,-6.15355048214649e-08,0.34179324818937
0.128,0.1,0,-5.61380040162921e-08,0.340881552694841
0.1344,0.1,0,-4.85084786894116e-08,0.341775804968489
0.1408,0.1,0,-3.73067265955974e-08,0.337739915835806
0.1472,0.1,10,-2.43988670297927e-08,0.326434186949189
0.1536,0.1,78,-9.26453759402278e-09,0.297894344069178
0.16,0.1,78,1498.55948620085,218.613282534058
