lowera,meda,uppera,loweravar,medavar,upperavar,lowerh,medh,upperh,lowerhvar,medhvar,upperhvar,time
0.0121717286611435,0.0125396202921734,0.0128242359931351,8.30486483931097e-05,9.78392599226992e-05,0.000111085768441634,0.049371285569314,0.0501542582192662,0.0508323595349905,0.000362892150595884,0.000387300003159591,0.000414579208678218,0
0.0124267127892617,0.0128640929789605,0.0132897193138324,8.38850973673344e-05,9.98318038414797e-05,0.00011243886441232,0.0488894627306598,0.0500900372100914,0.050975290796674,0.000349262050406542,0.000383443223254638,0.000422463565606021,0.25
0.0127029251126002,0.0131846568465375,0.0136949693703399,8.58542935163099e-05,9.97851063210609e-05,0.000120024365754385,0.0485337385897553,0.0497061986988756,0.0510357964636509,0.000342717617618302,0.000379872835623265,0.000442059306132732,0.5
0.0130258901425789,0.0136150007628385,0.0143084565808506,8.48221103090637e-05,0.000104423766150303,0.000122841183583078,0.0482128117166677,0.0495284763989714,0.0507738636088451,0.00033709364064334,0.000379061178905611,0.000426919683370872,0.75
0.0133577944459893,0.0140681490121133,0.0148182277887687,8.25486017422424e-05,0.000110043695285318,0.000124561958810757,0.0482112349353456,0.0491776941972829,0.0504905741343213,0.000328512007969646,0.000382645430691611,0.000418065158842493,1
0.013753658727623,0.0146206156580122,0.0152655457605187,8.28523878173185e-05,0.000111541953626086,0.000128387955901882,0.0478253274453161,0.0488123995896603,0.049897444142619,0.000330521190733722,0.000373322287195303,0.000420842884717168,1.25
0.0141289896421986,0.0150471098981576,0.0159251987810818,8.33787982065609e-05,0.000115031575184269,0.000131987901363273,0.0472954172480316,0.0487034318474472,0.050073579252202,0.00032660877182986,0.000376616768345505,0.00042600300583122,1.5
0.0146330408856143,0.0156017197346046,0.0164932255815972,8.66272488552324e-05,0.000118599107721347,0.00013565973116573,0.0469300675887112,0.0484020268500452,0.050147334881867,0.00031910083507845,0.000366235796584778,0.000413506332226337,1.75
0.014997229518757,0.0162028866186155,0.0169500921070562,8.82294356055707e-05,0.000117008483194515,0.000139046866725618,0.0466404528549594,0.0481219099564125,0.0499696501753991,0.000319078211407594,0.000361127710855787,0.000421278631209728,2
0.0152289567613634,0.0165055385793698,0.0175451267434571,8.85751447834741e-05,0.000114358988355401,0.000142035867202077,0.0462657867206685,0.0480693088425721,0.0494802526329999,0.00032115010205085,0.000355262358051915,0.000421207764362373,2.25
0.0158076271899789,0.0168671945064258,0.018187976436974,9.00988138232493e-05,0.000115928164112233,0.000146278365006948,0.0459088269188614,0.0477397737218078,0.0493990030930681,0.000317607193813218,0.000357078233379619,0.000416571443725117,2.5
0.016370285143303,0.0174169224854395,0.0189082033393621,9.05441070675963e-05,0.000118691283772973,0.000147491643469159,0.045572290483993,0.0469639634039445,0.0492857003022273,0.000310868161871307,0.000355695480155125,0.000403741507919742,2.75
0.0168769887395897,0.0179808327667055,0.019536219520367,9.24234035684311e-05,0.000121639391231434,0.000149816303658228,0.0448254896964101,0.046699624917813,0.0489397101374276,0.000305815297237963,0.000348669773777803,0.000410289412617446,3
0.017180634345844,0.0185342348310584,0.02017423994878,9.4468812556969e-05,0.000123807738020206,0.000149092099613291,0.0447121614582626,0.0463418120850043,0.0484458962281942,0.000299553465295866,0.000349920775079805,0.000403303895986447,3.25
0.0174080610447966,0.018945020965093,0.0208398113919222,9.07282839775852e-05,0.000122693202644146,0.000148949706258821,0.0443390238222411,0.0457503879539331,0.0483055097233065,0.000305922508171755,0.000349629476805359,0.000399497999847948,3.5
0.0179221182339741,0.0194970354379579,0.0211907130948148,8.79253605963935e-05,0.000124558068522708,0.000149689554659798,0.044015528563448,0.0455007834025611,0.0482746558160742,0.000296015899866658,0.000348279486133324,0.000392261797433653,3.75
0.0183793073004743,0.0196683911224194,0.0220245985776875,8.79349230561206e-05,0.00012242148341158,0.000151231240430518,0.0438923061994601,0.0453210395217613,0.0480936983544179,0.000306723223262496,0.000352927560324397,0.000398014831016214,4
0.0186176095036287,0.0201659863699554,0.0225724496589252,8.93416043394046e-05,0.000123417645368265,0.000159888052648745,0.0437852417628341,0.045315329261011,0.0478508248552045,0.000299305225089968,0.000346465849324572,0.00039056123161905,4.25
0.0191374093789049,0.0207372185813623,0.0229661835615258,9.2157534266529e-05,0.000123664317467641,0.000154310113350502,0.0434174036676884,0.0449888964362864,0.047655006801215,0.000301668469824206,0.000336814737423263,0.00038942852223028,4.5
0.0195734538691945,0.0211218758976967,0.0233370613389154,9.47281402255295e-05,0.000121617421140012,0.000152799261291507,0.0434755116260482,0.0445358914839351,0.0475936517450378,0.000300395162692944,0.000336390653251592,0.000376842943692442,4.75
0.0198408378674639,0.0214897459600468,0.0238137617366841,9.25266111844876e-05,0.000115241568957862,0.000151177036268838,0.0432306983220502,0.0446527825901037,0.047491713786016,0.000301657067195289,0.000333549959700662,0.000394682988982206,5
0.0201017555807622,0.0220497360241729,0.0240258401147614,9.16337315676899e-05,0.000118400949108934,0.000152342876347858,0.0429921161574736,0.044577079395754,0.0474349392134632,0.000292958177506265,0.000337013031586472,0.000391716081007068,5.25
