lowera,meda,uppera,loweravar,medavar,upperavar,lowerh,medh,upperh,lowerhvar,medhvar,upperhvar,time
0.0390209240187178,0.0401111245323325,0.0411387373885883,0.000148208105411711,0.000162689983245301,0.000191861379463841,0.241578313482868,0.247679661751018,0.253461599007552,0.00556060171724746,0.00625202341129978,0.0072050436193875,0
0.0390612612240188,0.0401957921915229,0.0414712426951826,0.00014369696795598,0.000160850243430206,0.000196341092882115,0.239894815302948,0.247057069462669,0.252589273057274,0.00537712612945955,0.00630323382243052,0.00735646666188058,0.25
0.0391042696078585,0.0403098152423775,0.0419833739695332,0.000141315247010864,0.000161286067944565,0.00019746914845408,0.238337739869451,0.245196690581244,0.251149791646937,0.00527961739432744,0.00608321768802787,0.00720921609079067,0.5
0.0391441124518108,0.0405637981718375,0.0422988386856741,0.000139944042251356,0.000165362691312938,0.000193075032569838,0.23581329780691,0.244601728262394,0.251123363222663,0.00533718096820352,0.00613745123720372,0.00733733543366471,0.75
0.0394114285521548,0.0407414109568306,0.042252429843618,0.000132203255666574,0.000162525143840043,0.000192176070796848,0.233772300713516,0.241289419942634,0.250836535565732,0.005053536989058,0.00617499591740307,0.00741216698619151,1
0.039314583997037,0.0409324885602559,0.0426533631850129,0.000125516097626103,0.000158992589062569,0.000192912503150708,0.232342969954898,0.240450101887716,0.249602404494048,0.00517519703213384,0.00603943239050916,0.00726717003243098,1.25
0.0395745446917403,0.0411110749760281,0.043108597997236,0.000127352238648112,0.000160282716277236,0.000192674591699351,0.228785837282768,0.239731162114635,0.248395034795989,0.00495333663447058,0.0060560233702823,0.00696127007271059,1.5
0.0395713822205688,0.0413723335331846,0.0433669087641685,0.000127210875539729,0.000160611122777081,0.000201053508857176,0.227708698682008,0.239553667356199,0.246512090064186,0.00496899831270243,0.00600622806597613,0.0070123705708438,1.75
0.0399195642542614,0.0414156132384424,0.0431527829882521,0.00012654591496851,0.000160934900026466,0.000196734988252813,0.227850527621073,0.238983963261641,0.246632687529344,0.00469115155554786,0.00615469967089878,0.00722971082405611,2
0.0397767302589898,0.0415438508750306,0.0436371193244372,0.000127040769674002,0.000160045981204412,0.000199494333774058,0.227820193141705,0.237549581989327,0.247390656766379,0.00477395891832703,0.0058998825108342,0.00688424469072219,2.25
0.0400818255201155,0.0416550230057405,0.0440852477176642,0.000129166190296406,0.000158999771134439,0.000200270037768716,0.225992493741115,0.235038792983697,0.244673774712426,0.00467293624471427,0.00571365431553028,0.00684640171326617,2.5
0.0403634317672512,0.0418385070344618,0.04435264488564,0.000127860624312963,0.000166285277879402,0.000199739585533234,0.225034477779913,0.234790353537022,0.245854872799445,0.00441386847740109,0.00594190494678159,0.0070961534120626,2.75
0.040290652138109,0.0423556172186705,0.0444338607907396,0.000125676213178515,0.000161706697823492,0.00020277357392445,0.221287413089784,0.230376992404816,0.243830377231896,0.0046380828866958,0.00611420945470015,0.00713223697533526,3
0.0402570462537538,0.0422657944252895,0.0450271789447459,0.000127640742770693,0.000157096342034664,0.000202596726255892,0.219325885473396,0.229545772704892,0.242489957928794,0.00470916790842167,0.00603537546988169,0.00710011264330404,3.25
0.0404454588570206,0.0428709362982484,0.0459142262254191,0.000121946842376538,0.000161261225645475,0.000205946287819015,0.218221236355888,0.22955386001422,0.241435583994105,0.00454613436212654,0.00592419387567786,0.00718261901104366,3.5
0.0402790132510879,0.0429157548152592,0.0457727441015143,0.000123555685247206,0.000158898372713005,0.000204448949507177,0.215808576555712,0.229622813734615,0.23989714866397,0.00474435373773802,0.00602938656608147,0.00701497249121419,3.75
0.0401111707545359,0.0429221450690357,0.0459531740186288,0.000122218343683484,0.000159276807356032,0.000200610207519666,0.213242919845266,0.228476121893816,0.240390463523309,0.00453982713337282,0.0058341000654603,0.00710149223508635,4
0.0403796660339216,0.0433036728462418,0.0461449131302883,0.000114882560523833,0.000158129454883219,0.000201648448893942,0.213184565364567,0.225062648796596,0.240709865244277,0.00451772447097783,0.00577314981201479,0.00696031791538881,4.25
0.0402233033644535,0.0432993657989515,0.0465452854567232,0.0001151064983065,0.000160868381330936,0.000207873827616525,0.21170743971008,0.224356380278412,0.241270421537007,0.0046664832670919,0.00555383721976906,0.00696380253451868,4.5
0.0409482845709794,0.0434276248233335,0.0468138951369194,0.000120932056083888,0.000157800178106625,0.000205347537769328,0.210998650053153,0.223994419056657,0.237576634046235,0.00454270703428186,0.00568748153824376,0.00704934988911456,4.75
0.0412782172477901,0.0438297370188029,0.0471875628945705,0.00011739423441924,0.000153551966261957,0.000207812391866157,0.208972727532594,0.221731431984728,0.23784801179003,0.00462361751225552,0.00559710074997849,0.00735550633047669,5
0.0414418893852753,0.0440643257388218,0.0470812811456581,0.000115979552254598,0.000154798190043671,0.000206810651697297,0.207617799919808,0.223238526985575,0.237531189784398,0.00445767424144364,0.00569393369587817,0.00698812674083957,5.25
0.0412409627254612,0.0443117389410734,0.0474332864336285,0.000114605364880467,0.000154260660795779,0.000201724399784052,0.205189884242746,0.220395783935647,0.239254938207967,0.00434861594560364,0.00563196382261267,0.00711818920553596,5.5
0.0406758669839239,0.0446413015592641,0.0481519926931555,0.000112613068315847,0.000149611082913157,0.000197303477727415,0.207005733766412,0.218282832671031,0.234576194985817,0.00457128407032653,0.00553935153478317,0.00735589115781168,5.75
0.0408072572030749,0.0444126901676628,0.0483319325274839,0.00011467139485622,0.000148366655910949,0.000213423956205585,0.204247964127033,0.217974528270112,0.232874576548625,0.00455462235377634,0.00552966083584265,0.00740129025569389,6
0.0415263503372925,0.0446166659844521,0.048136361248017,0.000113773423835922,0.000149922225703191,0.00020635308010859,0.200106776440749,0.218011090147861,0.231122352001662,0.00431855097161824,0.00524217614239184,0.00739118866140449,6.25
0.0414421475761577,0.0446899660881557,0.0489804942976527,0.000110271008744212,0.000140805593092731,0.000208623011369488,0.200108696341222,0.215233766617662,0.230327671020046,0.00433524528383313,0.00565365634668997,0.00718228112548018,6.5
