"SpaceClearanceRate","HandlingTime","QualResult","Eigenvalue1","Eigenvalue2","ComplexPart"
0.06,0.10880000000000001,"Unstable",0.725867741935484,0.725867741935484,0
0.06,0.11520000000000001,"Unstable",0.730390155440415,0.730390155440415,0
0.06,0.12160000000000001,"Unstable",0.9438432811294527,0.49037802064569547,0
0.06,0.128,"Unstable",0.9535695188972021,0.40080979144762546,0
0.06,0.1344,"Unstable",0.8232400522059805,0.36630870812459876,0
0.06,0.1408,"Unstable",0.43832268041237127,0.43832268041237127,0
0.06,0.1472,"Unstable",0.1348123287671243,0.1348123287671243,0
0.06,0.1536,"False",-1.0043011354001763,-0.05938457888553103,0
0.06,0.16,"NoPosSolution","NA","NA","NA"
0.064,0.0064,"True",-0.021382830698835252,-0.021382830698835252,1.385808527377179
0.064,0.0128,"Unstable",0.03872056975736557,0.03872056975736557,0
0.064,0.019200000000000002,"Unstable",0.09820799050632917,0.09820799050632917,0
0.064,0.0256,"Unstable",0.15699559310018885,0.15699559310018885,0
0.064,0.032,"Unstable",0.2149836014851484,0.2149836014851484,0
0.064,0.038400000000000004,"Unstable",0.27205232588357586,0.27205232588357586,0
0.064,0.044800000000000006,"Unstable",0.3280569338074405,0.3280569338074405,0
0.064,0.0512,"Unstable",0.38282048210161657,0.38282048210161657,0
0.064,0.057600000000000005,"Unstable",0.43612449572127177,0.43612449572127177,0
0.064,0.064,"Unstable",0.4876960227272727,0.4876960227272727,0
0.064,0.0704,"Unstable",0.5371895256232688,0.5371895256232688,0
0.064,0.07680000000000001,"Unstable",0.5841610348664688,0.5841610348664688,0
0.064,0.08320000000000001,"Unstable",0.6280304113418527,0.6280304113418527,0
0.064,0.08960000000000001,"Unstable",0.668024805363322,0.668024805363322,0
0.064,0.096,"Unstable",0.7030913915094339,0.7030913915094339,0
0.064,0.1024,"Unstable",0.7317579616182573,0.7317579616182573,0
0.064,0.10880000000000001,"Unstable",0.7519010080645163,0.7519010080645163,0
0.064,0.11520000000000001,"Unstable",0.9278984850428096,0.5927830564079679,0
0.064,0.12160000000000001,"Unstable",1.0623149062500155,0.4418675641641859,0
0.064,0.128,"Unstable",1.0766429170425575,0.36108768640571803,0
0.064,0.1344,"Unstable",0.9758561398006549,0.31574582300926285,0
0.064,0.1408,"Unstable",0.6641257878419219,0.34252923793127354,0
0.064,0.1472,"Unstable",0.2229865582191787,0.2229865582191787,0
0.064,0.1536,"False",-0.7011909958787996,-0.09441436126405088,0
0.064,0.16,"NoPosSolution","NA","NA","NA"
0.068,0.0064,"True",-0.01617207595184473,-0.01617207595184473,1.3879666441005987
0.068,0.0128,"Unstable",0.04434877153634417,0.04434877153634417,0
0.068,0.019200000000000002,"Unstable",0.1042898734177217,0.1042898734177217,0
0.068,0.0256,"Unstable",0.16357232291782509,0.16357232291782509,0
0.068,0.032,"Unstable",0.22210221316249268,0.22210221316249268,0
0.068,0.038400000000000004,"Unstable",0.2797668949492484,0.2797668949492484,0
0.068,0.044800000000000006,"Unstable",0.33643005534817877,0.33643005534817877,0
0.068,0.0512,"Unstable",0.39192515962505114,0.39192515962505114,0
0.068,0.057600000000000005,"Unstable",0.44604658420825566,0.44604658420825566,0
0.068,0.064,"Unstable",0.49853743315508026,0.49853743315508026,0
0.068,0.0704,"Unstable",0.549072494704253,0.549072494704253,0
0.068,0.07680000000000001,"Unstable",0.5972339151684415,0.5972339151684415,0
0.068,0.08320000000000001,"Unstable",0.6424756812629204,0.6424756812629204,0
0.068,0.08960000000000001,"Unstable",0.6840704050478321,0.6840704050478321,0
0.068,0.096,"Unstable",0.7210271920088793,0.7210271920088793,0
0.068,0.1024,"Unstable",0.7519604344642422,0.7519604344642422,0
0.068,0.10880000000000001,"Unstable",0.7748715370018976,0.7748715370018976,0
0.068,0.11520000000000001,"Unstable",1.0381054158903096,0.5354301525339523,0
0.068,0.12160000000000001,"Unstable",1.1542082201060788,0.4117046932249343,0
0.068,0.128,"Unstable",1.1756804784527213,0.33559538361624414,0
0.068,0.1344,"Unstable",1.094959930132169,0.28668897604187127,0
0.068,0.1408,"Unstable",0.8454555238083301,0.27591391221350015,0
0.068,0.1472,"Unstable",0.3007873489121686,0.3007873489121686,0
0.068,0.1536,"False",-0.35792300537324506,-0.20114086017297442,0
0.068,0.16,"NoPosSolution","NA","NA","NA"
0.07200000000000001,0.0064,"True",-0.011540293954520317,-0.011540293954520317,1.3898657566885528
0.07200000000000001,0.0128,"Unstable",0.04935161756210267,0.04935161756210267,0
0.07200000000000001,0.019200000000000002,"Unstable",0.10969599156118105,0.10969599156118105,0
0.07200000000000001,0.0256,"Unstable",0.16941830497794563,0.16941830497794563,0
0.07200000000000001,0.032,"Unstable",0.22842986798679846,0.22842986798679846,0
0.07200000000000001,0.038400000000000004,"Unstable",0.28662428967428943,0.28662428967428943,0
0.07200000000000001,0.044800000000000006,"Unstable",0.34387283005105795,0.34387283005105795,0
0.07200000000000001,0.0512,"Unstable",0.40001820631254814,0.40001820631254814,0
0.07200000000000001,0.057600000000000005,"Unstable",0.45486621841890773,0.45486621841890773,0
0.07200000000000001,0.064,"Unstable",0.5081742424242426,0.5081742424242426,0
0.07200000000000001,0.0704,"Unstable",0.5596351338873502,0.5596351338873502,0
0.07200000000000001,0.07680000000000001,"Unstable",0.6088542532146386,0.6088542532146386,0
0.07200000000000001,0.08320000000000001,"Unstable",0.6553159211927582,0.6553159211927582,0
0.07200000000000001,0.08960000000000001,"Unstable",0.6983331603229523,0.6983331603229523,0
0.07200000000000001,0.096,"Unstable",0.7369701257861634,0.7369701257861634,0
0.07200000000000001,0.1024,"Unstable",0.7699181881051175,0.7699181881051175,0
0.07200000000000001,0.10880000000000001,"Unstable",0.7952897849462366,0.7952897849462366,0
0.07200000000000001,0.11520000000000001,"Unstable",1.1193519384494215,0.5011649872846029,0
0.07200000000000001,0.12160000000000001,"Unstable",1.2303868906180946,0.3903975275278633,0
0.07200000000000001,0.128,"Unstable",1.2592343139099265,0.3174151113774298,0
0.07200000000000001,0.1344,"Unstable",1.1946069765984617,0.2670836570103542,0
0.07200000000000001,0.1408,"Unstable",0.9800692853157548,0.24326851537153033,0
0.07200000000000001,0.1472,"Unstable",0.36994360730593695,0.36994360730593695,0
0.07200000000000001,0.1536,"True",-0.17440238095237398,-0.17440238095237398,0.21615690948508573
0.07200000000000001,0.16,"NoPosSolution","NA","NA","NA"
0.07600000000000001,0.0064,"True",-0.007396067956913749,-0.007396067956913749,1.39154969776026
0.07600000000000001,0.0128,"Unstable",0.05382784821672881,0.05382784821672881,0
0.07600000000000001,0.019200000000000002,"Unstable",0.11453304463690848,0.11453304463690848,0
0.07600000000000001,0.0256,"Unstable",0.17464892050542205,0.17464892050542205,0
0.07600000000000001,0.032,"Unstable",0.23409145388223043,0.23409145388223043,0
0.07600000000000001,0.038400000000000004,"Unstable",0.29275985337564303,0.29275985337564303,0
0.07600000000000001,0.044800000000000006,"Unstable",0.3505321547852128,0.3505321547852128,0
0.07600000000000001,0.0512,"Unstable",0.4072593533487294,0.4072593533487294,0
0.07600000000000001,0.057600000000000005,"Unstable",0.46275747008107043,0.46275747008107043,0
0.07600000000000001,0.064,"Unstable",0.5167966507177033,0.5167966507177033,0
0.07600000000000001,0.0704,"Unstable",0.5690859163143313,0.5690859163143313,0
0.07600000000000001,0.07680000000000001,"Unstable",0.6192513977822897,0.6192513977822897,0
0.07600000000000001,0.08320000000000001,"Unstable",0.6668045569194554,0.6668045569194554,0
0.07600000000000001,0.08960000000000001,"Unstable",0.7110945729375342,0.7110945729375342,0
0.07600000000000001,0.096,"Unstable",0.7512348560079445,0.7512348560079445,0
0.07600000000000001,0.1024,"Unstable",0.7859856518890584,0.7859856518890584,0
0.07600000000000001,0.10880000000000001,"Unstable",0.9386689597799281,0.6884485274866263,0
0.07600000000000001,0.11520000000000001,"Unstable",1.1854448363852477,0.47710804062593287,0
0.07600000000000001,0.12160000000000001,"Unstable",1.2955694694912883,0.37431050559435514,0
0.07600000000000001,0.128,"Unstable",1.3314936518544993,0.30364790894404964,0
0.07600000000000001,0.1344,"Unstable",1.2805525352224416,0.2527543808280166,0
0.07600000000000001,0.1408,"Unstable",1.0920276888692562,0.222544964413436,0
0.07600000000000001,0.1472,"Unstable",0.5870087688006785,0.2766317503053065,0
0.07600000000000001,0.1536,"True",-0.08033909774435782,-0.08033909774435782,0.27439185944834
0.07600000000000001,0.16,"False",-3.4094126621753347,-0.00032417992992072486,0
0.08,0.0064,"True",-0.0036662645590683635,-0.0036662645590683635,1.393052963280357
0.08,0.0128,"Unstable",0.0578564558058923,0.0578564558058923,0
0.08,0.019200000000000002,"Unstable",0.11888639240506307,0.11888639240506307,0
0.08,0.0256,"Unstable",0.17935647448015118,0.17935647448015118,0
0.08,0.032,"Unstable",0.2391868811881187,0.2391868811881187,0
0.08,0.038400000000000004,"Unstable",0.2982818607068607,0.2982818607068607,0
0.08,0.044800000000000006,"Unstable",0.3565255470459523,0.3565255470459523,0
0.08,0.0512,"Unstable",0.41377638568129316,0.41377638568129316,0
0.08,0.057600000000000005,"Unstable",0.46985959657701715,0.46985959657701715,0
0.08,0.064,"Unstable",0.5245568181818183,0.5245568181818183,0
0.08,0.0704,"Unstable",0.5775916204986151,0.5775916204986151,0
0.08,0.07680000000000001,"Unstable",0.6286088278931752,0.6286088278931752,0
0.08,0.08320000000000001,"Unstable",0.6771443290734824,0.6771443290734824,0
0.08,0.08960000000000001,"Unstable",0.7225798442906577,0.7225798442906577,0
0.08,0.096,"Unstable",0.7640731132075472,0.7640731132075472,0
0.08,0.1024,"Unstable",0.8004463692946057,0.8004463692946057,0
0.08,0.10880000000000001,"Unstable",1.0262948173391766,0.6337067955640486,0
0.08,0.11520000000000001,"Unstable",1.2414693540535162,0.4589158791071055,0
0.08,0.12160000000000001,"Unstable",1.3524273187793807,0.3616386575519802,0
0.08,0.128,"Unstable",1.3949858042705818,0.29279867848803837,0
0.08,0.1344,"Unstable",1.3560167728686887,0.24174479737924573,0
0.08,0.1408,"Unstable",1.1887617931105066,0.20792222750804948,0
0.08,0.1472,"Unstable",0.7542211988693088,0.22079729428137715,0
0.08,0.1536,"Unstable",0.004317857142859814,0.004317857142859814,0
0.08,0.16,"False",-3.069539645808229,-0.0017103541917660176,0
0.084,0.0064,"True",-0.0002916805324458954,-0.0002916805324458954,1.3944030675964776
0.084,0.0128,"Unstable",0.06150138648180235,0.06150138648180235,0
0.084,0.019200000000000002,"Unstable",0.12282513562386974,0.12282513562386974,0
0.084,0.0256,"Unstable",0.18361568998109631,0.18361568998109631,0
0.084,0.032,"Unstable",0.2437970297029703,0.2437970297029703,0
0.084,0.038400000000000004,"Unstable",0.3032779625779627,0.3032779625779627,0
0.084,0.044800000000000006,"Unstable",0.36194814004376386,0.36194814004376386,0
0.084,0.0512,"Unstable",0.41967274826789824,0.41967274826789824,0
0.084,0.057600000000000005,"Unstable",0.4762853300733497,0.4762853300733497,0
0.084,0.064,"Unstable",0.5315779220779225,0.5315779220779225,0
0.084,0.0704,"Unstable",0.5852872576177287,0.5852872576177287,0
0.084,0.07680000000000001,"Unstable",0.6370750741839761,0.6370750741839761,0
0.084,0.08320000000000001,"Unstable",0.6864993610223642,0.6864993610223642,0
0.084,0.08960000000000001,"Unstable",0.7329712802768167,0.7329712802768167,0
0.084,0.096,"Unstable",0.7756886792452828,0.7756886792452828,0
0.084,0.1024,"Unstable",0.8135298755186718,0.8135298755186718,0
0.084,0.10880000000000001,"Unstable",1.0892068073916652,0.6005471096590258,0
0.084,0.11520000000000001,"Unstable",1.2900860052954135,0.4445285024766079,0
0.084,0.12160000000000001,"Unstable",1.402690421807931,0.35135336517431787,0
0.084,0.128,"Unstable",1.4514150927623166,0.2839987003411313,0
0.084,0.1344,"Unstable",1.4230920552812318,0.23298563066918215,0
0.084,0.1408,"Unstable",1.2740245841577238,0.19695067357423612,0
0.084,0.1472,"Unstable",0.8829314971685734,0.19285754392731716,0
0.084,0.1536,"Unstable",0.0809122448979619,0.0809122448979619,0
0.084,0.16,"False",-2.7617411863049854,-0.003258813695008537,0
0.08800000000000001,0.0064,"Unstable",0.0027761231281199514,0.0027761231281199514,0
0.08800000000000001,0.0128,"Unstable",0.06481495982353865,0.06481495982353865,0
0.08800000000000001,0.019200000000000002,"Unstable",0.12640581127732997,0.12640581127732997,0
0.08800000000000001,0.0256,"Unstable",0.18748770407286475,0.18748770407286475,0
0.08800000000000001,0.032,"Unstable",0.24798807380738075,0.24798807380738075,0
0.08800000000000001,0.038400000000000004,"Unstable",0.3078198733698734,0.3078198733698734,0
0.08800000000000001,0.044800000000000006,"Unstable",0.3668777700417747,0.3668777700417747,0
0.08800000000000001,0.0512,"Unstable",0.42503307789208516,0.42503307789208516,0
0.08800000000000001,0.057600000000000005,"Unstable",0.4821269059791067,0.4821269059791067,0
0.08800000000000001,0.064,"Unstable",0.5379607438016528,0.5379607438016528,0
0.08800000000000001,0.0704,"Unstable",0.5922832913623775,0.5922832913623775,0
0.08800000000000001,0.07680000000000001,"Unstable",0.6447716617210683,0.6447716617210683,0
0.08800000000000001,0.08320000000000001,"Unstable",0.6950039355213475,0.6950039355213475,0
0.08800000000000001,0.08960000000000001,"Unstable",0.7424180402642342,0.7424180402642342,0
0.08800000000000001,0.096,"Unstable",0.7862482847341339,0.7862482847341339,0
0.08800000000000001,0.1024,"Unstable",0.8254239720860053,0.8254239720860053,0
0.08800000000000001,0.10880000000000001,"Unstable",1.1400436413433699,0.5767578249322907,0
0.08800000000000001,0.11520000000000001,"Unstable",1.3329363536444445,0.4327956765015752,0
0.08800000000000001,0.12160000000000001,"Unstable",1.4475726045815809,0.3428146466287478,0
0.08800000000000001,0.128,"Unstable",1.5020114948655099,0.27670167127869055,0
0.08800000000000001,0.1344,"Unstable",1.483259189344459,0.22583314724457146,0
0.08800000000000001,0.1408,"Unstable",1.350140420392251,0.18837232562461986,0
0.08800000000000001,0.1472,"Unstable",0.9923749804834264,0.17502364965356074,0
0.08800000000000001,0.1536,"Unstable",0.15054350649350906,0.15054350649350906,0
0.08800000000000001,0.16,"False",-2.4815904502489365,-0.005000458841968247,0
0.092,0.0064,"Unstable",0.005577161252984226,0.005577161252984226,0
0.092,0.0128,"Unstable",0.06784039635294994,0.06784039635294994,0
0.092,0.019200000000000002,"Unstable",0.1296751238304897,0.1296751238304897,0
0.092,0.0256,"Unstable",0.19102302128708815,0.19102302128708815,0
0.092,0.032,"Unstable",0.25181467929401624,0.25181467929401624,0
0.092,0.038400000000000004,"Unstable",0.3119668353972703,0.3119668353972703,0
0.092,0.044800000000000006,"Unstable",0.3713787365616976,0.3713787365616976,0
0.092,0.0512,"Unstable",0.4299272918967767,0.4299272918967767,0
0.092,0.057600000000000005,"Unstable",0.4874605187626231,0.4874605187626231,0
0.092,0.064,"Unstable",0.5437885375494071,0.5437885375494071,0
0.092,0.0704,"Unstable",0.5986709743466215,0.5986709743466215,0
0.092,0.07680000000000001,"Unstable",0.6517989807766739,0.6517989807766739,0
0.092,0.08320000000000001,"Unstable",0.702768981803028,0.702768981803028,0
0.092,0.08960000000000001,"Unstable",0.7510433428614416,0.7510433428614416,0
0.092,0.096,"Unstable",0.7958896636587365,0.7958896636587365,0
0.092,0.1024,"Unstable",0.8362837993866136,0.8362837993866136,0
0.092,0.10880000000000001,"Unstable",1.1830965043723163,0.5584005503261409,0
0.092,0.11520000000000001,"Unstable",1.3711352834064179,0.423008397602818,0
0.092,0.12160000000000001,"Unstable",1.4879713964153258,0.3355990177858575,0
0.092,0.128,"Unstable",1.5477034727058174,0.27054390360602654,0
0.092,0.1344,"Unstable",1.5376242198399492,0.2198727977669508,0
0.092,0.1408,"Unstable",1.4187163762617492,0.18146103297177812,0
0.092,0.1472,"Unstable",1.0886354190744159,0.162406748882703,0
0.092,0.1536,"Unstable",0.21411987577639727,0.21411987577639727,0
0.092,0.16,"False",-2.225416547578206,-0.006974756769615259,0
0.096,0.0064,"Unstable",0.008144779534109872,0.008144779534109872,0
0.096,0.0128,"Unstable",0.07061371317157727,0.07061371317157727,0
0.096,0.019200000000000002,"Unstable",0.13267199367088622,0.13267199367088622,0
0.096,0.0256,"Unstable",0.19426372873345926,0.19426372873345926,0
0.096,0.032,"Unstable",0.2553224009900992,0.2553224009900992,0
0.096,0.038400000000000004,"Unstable",0.31576821725571724,0.31576821725571724,0
0.096,0.044800000000000006,"Unstable",0.3755046225382931,0.3755046225382931,0
0.096,0.0512,"Unstable",0.43441365473441146,0.43441365473441146,0
0.096,0.057600000000000005,"Unstable",0.4923496638141809,0.4923496638141809,0
0.096,0.064,"Unstable",0.549130681818182,0.549130681818182,0
0.096,0.0704,"Unstable",0.6045263504155125,0.6045263504155125,0
0.096,0.07680000000000001,"Unstable",0.6582406899109795,0.6582406899109795,0
0.096,0.08320000000000001,"Unstable",0.7098869408945685,0.7098869408945685,0
0.096,0.08960000000000001,"Unstable",0.7589498702422147,0.7589498702422147,0
0.096,0.096,"Unstable",0.8047275943396226,0.8047275943396226,0
0.096,0.1024,"Unstable",0.846238641078838,0.846238641078838,0
0.096,0.10880000000000001,"Unstable",1.2205164338752168,0.5436182435441379,0
0.096,0.11520000000000001,"Unstable",1.4054884480703342,0.41469924623018467,0
0.096,0.12160000000000001,"Unstable",1.5245752531842278,0.3294130604252393,0
0.096,0.128,"Unstable",1.5892145098586261,0.2652725591068907,0
0.096,0.1344,"Unstable",1.5870440735361642,0.2148239016704479,0
0.096,0.1408,"Unstable",1.4809399818510176,0.17576336866444747,0
0.096,0.1472,"Unstable",1.1747902383293831,0.15292517262952396,0
0.096,0.1536,"Unstable",0.2723982142857189,0.2723982142857189,0
0.096,0.16,"False",-1.990141990451829,-0.009233009548142278,0
0.1,0.0064,"Unstable",0.010506988352745664,0.010506988352745664,0
0.1,0.0128,"Unstable",0.0731651646447142,0.0731651646447142,0
0.1,0.019200000000000002,"Unstable",0.13542911392405044,0.13542911392405044,0
0.1,0.0256,"Unstable",0.19724517958412108,0.19724517958412108,0
0.1,0.032,"Unstable",0.25854950495049467,0.25854950495049467,0
0.1,0.038400000000000004,"Unstable",0.31926548856548875,0.31926548856548875,0
0.1,0.044800000000000006,"Unstable",0.3793004376367619,0.3793004376367619,0
0.1,0.0512,"Unstable",0.4385411085450348,0.4385411085450348,0
0.1,0.057600000000000005,"Unstable",0.49684767726161394,0.49684767726161394,0
0.1,0.064,"Unstable",0.5540454545454541,0.5540454545454541,0
0.1,0.0704,"Unstable",0.609913296398892,0.609913296398892,0
0.1,0.07680000000000001,"Unstable",0.66416706231454,0.66416706231454,0
0.1,0.08320000000000001,"Unstable",0.7164354632587856,0.7164354632587856,0
0.1,0.08960000000000001,"Unstable",0.7662238754325261,0.7662238754325261,0
0.1,0.096,"Unstable",0.8128584905660377,0.8128584905660377,0
0.1,0.1024,"Unstable",0.8553970954356843,0.8553970954356843,0
0.1,0.10880000000000001,"Unstable",1.2535924034682067,0.5313688868543739,0
0.1,0.11520000000000001,"Unstable",1.4366036195978573,0.40754456693064084,0
0.1,0.12160000000000001,"Unstable",1.5579267338133727,0.32404604725171615,0
0.1,0.128,"Unstable",1.6271218498555187,0.2607057363513787,0
0.1,0.1344,"Unstable",1.6322003966818064,0.2104888595165416,0
0.1,0.1408,"Unstable",1.5377276551100416,0.1709795613848052,0
0.1,0.1472,"Unstable",1.2527510217561295,0.14550377276442106,0
0.1,0.1536,"Unstable",0.3941708297126362,0.2578577417159452,0
0.1,0.16,"False",-1.7731567151847267,-0.011843284815246918,0
