"SpaceClearanceRate","HandlingTime","QualResult","Eigenvalue1","Eigenvalue2","ComplexPart"
0.048,0.038400000000000004,"Unstable",0.22833643451143465,0.22833643451143465,0
0.048,0.044800000000000006,"Unstable",0.28060924507658647,0.28060924507658647,0
0.048,0.0512,"Unstable",0.33122730946882223,0.33122730946882223,0
0.048,0.057600000000000005,"Unstable",0.37989932762836165,0.37989932762836165,0
0.048,0.064,"Unstable",0.4262613636363639,0.4262613636363639,0
0.048,0.0704,"Unstable",0.46985270083102465,0.46985270083102465,0
0.048,0.07680000000000001,"Unstable",0.5100813798219586,0.5100813798219586,0
0.048,0.08320000000000001,"Unstable",0.5461738817891375,0.5461738817891375,0
0.048,0.08960000000000001,"Unstable",0.5770997404844296,0.5770997404844296,0
0.048,0.096,"Unstable",0.6014551886792452,0.6014551886792452,0
0.048,0.1024,"Unstable",0.6172772821576765,0.6172772821576765,0
0.048,0.10880000000000001,"Unstable",0.6217346774193548,0.6217346774193548,0
0.048,0.11520000000000001,"Unstable",0.6105876943005185,0.6105876943005185,0
0.048,0.12160000000000001,"Unstable",0.5771883136094673,0.5771883136094673,0
0.048,0.128,"Unstable",0.5104870689655173,0.5104870689655173,0
0.048,0.1344,"Unstable",0.3906679752066119,0.3906679752066119,0
0.048,0.1408,"Unstable",0.17830335051546503,0.17830335051546503,0
0.048,0.1472,"True",-0.2178845890410926,-0.2178845890410926,0.257985088441938
0.048,0.1536,"False",-2.120259067296443,-0.015748075560679916,0
0.048,0.16,"NoPosSolution","NA","NA","NA"
0.052000000000000005,0.0064,"True",-0.04182502239856692,-0.04182502239856692,1.3771190294769413
0.052000000000000005,0.0128,"Unstable",0.01664070123983453,0.01664070123983453,0
0.052000000000000005,0.019200000000000002,"Unstable",0.07434829600778971,0.07434829600778971,0
0.052000000000000005,0.0256,"Unstable",0.13119457612330945,0.13119457612330945,0
0.052000000000000005,0.032,"Unstable",0.1870567402894135,0.1870567402894135,0
0.052000000000000005,0.038400000000000004,"Unstable",0.24178747801055536,0.24178747801055536,0
0.052000000000000005,0.044800000000000006,"Unstable",0.29520853391684926,0.29520853391684926,0
0.052000000000000005,0.0512,"Unstable",0.34710213181737415,0.34710213181737415,0
0.052000000000000005,0.057600000000000005,"Unstable",0.39719937934925753,0.39719937934925753,0
0.052000000000000005,0.064,"Unstable",0.4451643356643358,0.4451643356643358,0
0.052000000000000005,0.0704,"Unstable",0.49057172384402314,0.49057172384402314,0
0.052000000000000005,0.07680000000000001,"Unstable",0.532875119835654,0.532875119835654,0
0.052000000000000005,0.08320000000000001,"Unstable",0.571360506266896,0.571360506266896,0
0.052000000000000005,0.08960000000000001,"Unstable",0.6050766835240884,0.6050766835240884,0
0.052000000000000005,0.096,"Unstable",0.6327278664731499,0.6327278664731499,0
0.052000000000000005,0.1024,"Unstable",0.6525021066070859,0.6525021066070859,0
0.052000000000000005,0.10880000000000001,"Unstable",0.6617858560794043,0.6617858560794043,0
0.052000000000000005,0.11520000000000001,"Unstable",0.656665563969709,0.656665563969709,0
0.052000000000000005,0.12160000000000001,"Unstable",0.6310045971779704,0.6310045971779704,0
0.052000000000000005,0.128,"Unstable",0.5746034482758626,0.5746034482758626,0
0.052000000000000005,0.1344,"Unstable",0.4691704386522577,0.4691704386522577,0
0.052000000000000005,0.1408,"Unstable",0.278310785091198,0.278310785091198,0
0.052000000000000005,0.1472,"True",-0.08223192834562387,-0.08223192834562387,0.3425843893213966
0.052000000000000005,0.1536,"False",-1.697965077271626,-0.02561074690418826,0
0.052000000000000005,0.16,"NoPosSolution","NA","NA","NA"
0.05600000000000001,0.0064,"True",-0.03403752079866884,-0.03403752079866884,1.3804714582988962
0.05600000000000001,0.0128,"Unstable",0.025052079722703534,0.025052079722703534,0
0.05600000000000001,0.019200000000000002,"Unstable",0.0834377034358049,0.0834377034358049,0
0.05600000000000001,0.0256,"Unstable",0.14102353497164438,0.14102353497164438,0
0.05600000000000001,0.032,"Unstable",0.1976955445544551,0.1976955445544551,0
0.05600000000000001,0.038400000000000004,"Unstable",0.25331694386694364,0.25331694386694364,0
0.05600000000000001,0.044800000000000006,"Unstable",0.3077222100656454,0.3077222100656454,0
0.05600000000000001,0.0512,"Unstable",0.3607091224018476,0.3607091224018476,0
0.05600000000000001,0.057600000000000005,"Unstable",0.41202799511002447,0.41202799511002447,0
0.05600000000000001,0.064,"Unstable",0.4613668831168828,0.4613668831168828,0
0.05600000000000001,0.0704,"Unstable",0.5083308864265927,0.5083308864265927,0
0.05600000000000001,0.07680000000000001,"Unstable",0.5524126112759644,0.5524126112759644,0
0.05600000000000001,0.08320000000000001,"Unstable",0.5929490415335466,0.5929490415335466,0
0.05600000000000001,0.08960000000000001,"Unstable",0.6290569204152252,0.6290569204152252,0
0.05600000000000001,0.096,"Unstable",0.6595330188679245,0.6595330188679245,0
0.05600000000000001,0.1024,"Unstable",0.6826948132780082,0.6826948132780082,0
0.05600000000000001,0.10880000000000001,"Unstable",0.6961154377880188,0.6961154377880188,0
0.05600000000000001,0.11520000000000001,"Unstable",0.6961608808290156,0.6961608808290156,0
0.05600000000000001,0.12160000000000001,"Unstable",0.7334256757222316,0.6208400047511416,0
0.05600000000000001,0.128,"Unstable",0.7766869154374835,0.48243377421768907,0
0.05600000000000001,0.1344,"Unstable",0.5364582644628095,0.5364582644628095,0
0.05600000000000001,0.1408,"Unstable",0.3640314432989697,0.3640314432989697,0
0.05600000000000001,0.1472,"Unstable",0.03404178082191833,0.03404178082191833,0
0.05600000000000001,0.1536,"False",-1.3308863668892565,-0.03917689841685706,0
0.05600000000000001,0.16,"NoPosSolution","NA","NA","NA"
0.06,0.0064,"True",-0.02728835274542442,-0.02728835274542442,1.3833348639445333
0.06,0.0128,"Unstable",0.03234194107452329,0.03234194107452329,0
0.06,0.019200000000000002,"Unstable",0.09131518987341747,0.09131518987341747,0
0.06,0.0256,"Unstable",0.14954196597353492,0.14954196597353492,0
0.06,0.032,"Unstable",0.20691584158415804,0.20691584158415804,0
0.06,0.038400000000000004,"Unstable",0.2633091476091477,0.2633091476091477,0
0.06,0.044800000000000006,"Unstable",0.3185673960612695,0.3185673960612695,0
0.06,0.0512,"Unstable",0.3725018475750576,0.3725018475750576,0
0.06,0.057600000000000005,"Unstable",0.4248794621026899,0.4248794621026899,0
0.06,0.064,"Unstable",0.47540909090909045,0.47540909090909045,0
0.06,0.0704,"Unstable",0.5237221606648201,0.5237221606648201,0
0.06,0.07680000000000001,"Unstable",0.5693451038575669,0.5693451038575669,0
0.06,0.08320000000000001,"Unstable",0.61165910543131,0.61165910543131,0
0.06,0.08960000000000001,"Unstable",0.6498397923875435,0.6498397923875435,0
0.06,0.096,"Unstable",0.6827641509433962,0.6827641509433962,0
0.06,0.1024,"Unstable",0.708861825726141,0.708861825726141,0
