HandlingTime,AttackRate,NumberPersist,MinPrey,MinPred
0.23,0.06,28,40.9541249538031,63.3216579666846
0.25,0.06,43,58.2624722465527,73.9856810973777
0.27,0.06,49,71.8479130781848,80.6339654267481
0.29,0.06,48,78.8766173591727,83.6040123501382
0.31,0.06,75,87.3751392829958,86.0438354138767
0.33,0.06,72,97.7712394315043,87.3732962415283
0.35,0.06,90,110.983956267334,86.396521306213
0.37,0.06,93,128.064274710574,80.5278663103251
0.39,0.06,96,151.376783726385,64.2753695933926
0.41,0.06,42,185.033671316479,24.0049430354205
0.43,0.06,0,199.84225043436,7.36481624917135e-13
0.45,0.06,0,199.842252559279,9.67354931669841e-32
0.47,0.06,0,199.842252559277,2.37615722569729e-49
0.49,0.06,0,199.842252559278,9.40156394336607e-66
0.01,0.07,13,29.0613851114929,43.5152839650376
0.03,0.07,14,30.2725709806343,45.0177046088048
0.05,0.07,4,31.5890186188121,46.6416453290811
0.07,0.07,7,33.0396406669556,48.3807115824284
0.09,0.07,12,34.540931674407,50.1759173572385
0.11,0.07,3,35.009603664833,51.4249581551892
0.13,0.07,2,14.458964224349,36.9064492326206
0.15,0.07,6,10.8798205175413,33.5730418820851
0.17,0.07,1,8.89721610502116,31.3918853127991
0.19,0.07,1,9.65076333836613,32.4671237191965
0.21,0.07,5,9.27937751495974,32.0856803612393
0.23,0.07,8,11.8371789533918,35.3362454864678
0.25,0.07,7,13.7356573559813,37.8520513305929
0.27,0.07,12,18.8606864822538,43.5956092692075
0.29,0.07,15,29.2721415681444,53.791712175673
0.31,0.07,25,52.6972449035202,71.3339421505685
0.33,0.07,41,83.6172582658263,85.1448586934638
0.35,0.07,55,94.9008412936197,87.2316220031037
0.37,0.07,71,109.726796840693,86.5986512250934
0.39,0.07,88,129.728831846973,79.6839615327152
0.41,0.07,84,158.589045971797,57.316828879628
0.43,0.07,0,199.150970736776,0.198067575137663
0.45,0.07,0,199.842252558967,1.25688851667838e-20
0.47,0.07,0,199.842252559277,5.24691447060808e-39
0.49,0.07,0,199.842252559278,4.0510180195733e-56
0.01,0.08,7,25.4201604196698,38.8740605342413
0.03,0.08,0,26.4637439862541,40.2709559108798
0.05,0.08,1,27.6275146404589,41.7726191414658
0.07,0.08,0,28.8117410299165,43.3185716039122
0.09,0.08,1,23.1947780464849,40.5187239354794
0.11,0.08,0,7.15530141331472,26.6612570529615
0.13,0.08,0,4.10562777096013,22.3136882360439
0.15,0.08,0,3.6921300827774,21.6222236493421
0.17,0.08,0,3.41614054722139,21.1417409809593
0.19,0.08,1,3.10015230870531,20.4976490930743
0.21,0.08,0,3.4688570622354,21.2384103742269
0.23,0.08,2,3.35575355079957,20.9517349806709
0.25,0.08,1,3.85254165351723,21.8996650812474
0.27,0.08,0,5.38071116327759,24.6228395517582
0.29,0.08,3,7.73262474341145,28.2679083136814
0.31,0.08,7,10.9470064997015,32.7377154970521
0.33,0.08,16,27.93130807646,51.5998845073872
0.35,0.08,24,82.4158419880873,84.7986169929074
0.37,0.08,37,96.0252659056992,87.3324160946145
0.39,0.08,60,113.38488665671,85.8399837504882
0.41,0.08,82,138.749470946359,74.2618277631142
0.43,0.08,71,178.42282347869,33.4814454461099
0.45,0.08,0,199.842246269255,5.43523179379352e-12
0.47,0.08,0,199.842252559279,5.99307678516819e-31
0.49,0.08,0,199.842252559278,1.27466844531782e-48
0.01,0.09,0,22.569622556845,35.115057712238
0.03,0.09,0,23.5309965209029,36.413520419079
0.05,0.09,0,24.5197453627811,37.7681914168588
0.07,0.09,0,25.139804469282,38.9379623845115
0.09,0.09,0,4.80280765593303,21.6816650401724
0.11,0.09,0,2.21507331959797,17.159794785942
0.13,0.09,0,1.54603685205135,15.483393039918
0.15,0.09,0,1.00607746045033,13.7786371062726
0.17,0.09,0,1.20325264651375,14.4116731831543
0.19,0.09,0,1.25891687153548,14.583822081889
0.21,0.09,0,1.22029002736693,14.4123571212554
0.23,0.09,0,1.26930637657439,14.5508369477008
0.25,0.09,0,1.26347174377747,14.4708090060796
0.27,0.09,0,1.43739115050572,14.971202624575
0.29,0.09,0,1.68514477273986,15.6249975149868
0.31,0.09,2,1.00215787283314,13.3748548770775
0.33,0.09,2,3.07275807128325,18.8055228477253
0.35,0.09,7,13.2713708753232,34.2693698481274
0.37,0.09,8,78.516402638986,83.5352588415585
0.39,0.09,32,100.779254352545,87.4421658889614
0.41,0.09,55,123.30734394487,82.6745585498304
0.43,0.09,78,158.587997220025,57.3173364168514
0.45,0.09,0,199.828485954479,3.64977106969691e-05
0.47,0.09,0,199.842252559274,1.69626150113117e-24
0.49,0.09,0,199.842252559279,1.2773954854379e-42
0.01,0.1,0,20.3072802880354,32.0044202443424
0.03,0.1,0,21.1640478089105,33.2021185444365
0.05,0.1,0,21.9884505101064,34.4156562168634
0.07,0.1,0,6.82101257150088,22.6361415097323
0.09,0.1,0,1.7479554870038,14.9948944331409
0.11,0.1,0,0.569315140490223,11.0898419041509
0.13,0.1,0,0.634478225037673,11.371799435603
0.15,0.1,0,0.544928118818809,10.9211154677234
0.17,0.1,0,0.485588444352448,10.5746571314098
0.19,0.1,0,0.453795827057115,10.3602761180988
0.21,0.1,0,0.430282111832876,10.1955723282766
0.23,0.1,0,0.445396850605699,10.2410292315336
0.25,0.1,0,0.462200502097591,10.2835465538219
0.27,0.1,0,0.488807817352773,10.3811445946136
0.29,0.1,0,0.563113193985811,10.7281175482836
0.31,0.1,0,0.691806643162515,11.259137275443
0.33,0.1,0,0.893679965054801,12.0033566252152
0.35,0.1,3,1.55889085014389,14.0633853499186
0.37,0.1,7,7.38731191640375,24.9726204508168
0.39,0.1,15,90.0980458699559,86.5559237084718
0.41,0.1,41,110.921826038957,86.3845020558111
0.43,0.1,71,142.716635757922,71.4250577363708
0.45,0.1,13,197.067780716425,2.63987874840073
0.47,0.1,0,199.842252557654,3.23066061490252e-19
0.49,0.1,0,199.842252559278,1.04185766344074e-37
0.01,0.11,0,18.4609731965829,29.3992639358933
0.03,0.11,0,19.2222490812467,30.498501166881
0.05,0.11,0,19.8078371462295,31.5247214456933
0.07,0.11,0,1.98766248655042,14.5584312784422
0.09,0.11,0,0.63350147404416,10.671878892251
0.11,0.11,0,0.34443287222793,9.14557563211333
0.13,0.11,0,0.246872075473295,8.4310166841014
0.15,0.11,0,0.203456160573557,8.0322998241769
0.17,0.11,0,0.177283764359086,7.75439371164057
0.19,0.11,0,0.163274777557593,7.5742572427413
0.21,0.11,0,0.154111230548134,7.4382083395189
0.23,0.11,0,0.142943095970121,7.27856780698469
0.25,0.11,0,0.153357646615108,7.36266582814424
0.27,0.11,0,0.158106617618717,7.37456675200804
0.29,0.11,0,0.173623340967224,7.49633341685626
0.31,0.11,0,0.201054729843447,7.71521483153873
0.33,0.11,0,0.256716664318963,8.12214196735882
0.35,0.11,0,0.396740392278903,8.99384245401609
0.37,0.11,4,0.67231118421716,10.2603890329821
0.39,0.11,9,11.7818524799319,29.9864556564042
0.41,0.11,10,100.760968427516,87.4028654131518
0.43,0.11,47,129.725575973524,79.6868454909275
0.45,0.11,57,181.658622705779,28.9252799806462
0.47,0.11,0,199.842252294012,8.05759288631904e-15
0.49,0.11,0,199.842252559279,1.29336901705428e-33
0.01,0.12,0,16.9295966905094,27.1840976119986
0.03,0.12,0,17.5953205308926,28.1906617973187
0.05,0.12,0,16.8731821719654,28.3142627252458
0.07,0.12,0,0.743194555173659,10.4461759292004
0.09,0.12,0,0.242494426802401,7.92209951751587
0.11,0.12,0,0.129173324658255,6.8242874297105
0.13,0.12,0,0.0935621970009923,6.33027899128426
0.15,0.12,0,0.0738528562680287,5.98694759866868
0.17,0.12,0,0.0636424791127072,5.77997246752661
0.19,0.12,0,0.0566301860817411,5.60616171930665
0.21,0.12,0,0.0494786997656929,5.42149432579338
0.23,0.12,0,0.0482829648013025,5.36642711673047
0.25,0.12,0,0.0475879105967908,5.32050739707891
0.27,0.12,0,0.0484722683600953,5.31079732111719
0.29,0.12,0,0.050993090514923,5.33779092245442
0.31,0.12,0,0.0596990008163459,5.48713617611131
0.33,0.12,0,0.0707652809390611,5.65731337078822
0.35,0.12,0,0.0952801293922737,5.99753147794964
0.37,0.12,3,0.167875615639812,6.78356503666697
0.39,0.12,6,0.430100896437472,8.49994131773781
0.41,0.12,3,91.9417139764433,86.8818875408769
0.43,0.12,28,118.897090803735,84.3137844596221
0.45,0.12,68,166.52148976737,48.6101552902519
0.47,0.12,0,199.842234503299,4.1626825931849e-11
0.49,0.12,0,199.842252559278,3.77063099296965e-30
0.01,0.13,0,15.6166127289081,25.2633931509718
0.03,0.13,0,16.2162241601023,26.1985140436216
0.05,0.13,0,3.69021852412881,15.6491191950154
0.07,0.13,0,0.281555415845888,7.74078900080097
0.09,0.13,0,0.0895043040634772,5.94118497854616
0.11,0.13,0,0.0436470754230036,5.07542862204055
0.13,0.13,0,0.0348829788317121,4.81330223199703
0.15,0.13,0,0.0270686502324929,4.54714189196353
0.17,0.13,0,0.0222634794457319,4.35292330357825
0.19,0.13,0,0.0157991444363431,4.03153649659497
0.21,0.13,0,0.0168494583115038,4.07291340243574
0.23,0.13,0,0.0154854991764222,3.97787876739283
0.25,0.13,0,0.0148061727832292,3.91860345844038
0.27,0.13,0,0.0145029023086499,3.88044436813626
0.29,0.13,0,0.0148419400555629,3.87651333694254
0.31,0.13,0,0.0163036257323826,3.92548956212248
0.33,0.13,0,0.0186171054427008,4.00403227660879
0.35,0.13,0,0.0254866084704725,4.24325008775154
0.37,0.13,0,0.0401813286025168,4.63267145379961
0.39,0.13,3,0.0841141787804314,5.40217795304282
0.41,0.13,18,0.846995419369972,9.63840873713862
0.43,0.13,23,109.723178177913,86.6104112793895
0.45,0.13,69,153.703740058237,62.1285121732508
0.47,0.13,0,199.841574293557,6.14367787235615e-08
0.49,0.13,0,199.842252559277,3.5195999257449e-27
0.01,0.14,0,14.5034745540588,23.6010567850113
0.03,0.14,0,15.0165269771514,24.4530000556806
0.05,0.14,0,1.07447682517994,10.3733850896402
0.07,0.14,0,0.102646784804228,5.79922286485473
0.09,0.14,0,0.0331147249041889,4.53155680463486
0.11,0.14,0,0.0182791655540061,3.98688000435611
0.13,0.14,0,0.0126579139777662,3.6873846654563
0.15,0.14,0,0.00867199628056223,3.40201027372834
0.17,0.14,0,0.00754653700897643,3.29632350646366
0.19,0.14,0,0.00627057225097181,3.16187077537884
0.21,0.14,0,0.00481963568309147,2.98773193423344
0.23,0.14,0,0.00482578284673482,2.97164545322554
0.25,0.14,0,0.00444508351354827,2.90701120597144
0.27,0.14,0,0.00423710566486385,2.86465355266075
0.29,0.14,0,0.0042527864665035,2.84720818609577
0.31,0.14,0,0.00459657551855851,2.87365984368505
0.33,0.14,0,0.0052522107118078,2.92786013873651
0.35,0.14,0,0.00677601175656984,3.05753972929471
0.37,0.14,0,0.0100150250013655,3.27986612858799
0.39,0.14,4,0.0187957802550361,3.69624835607019
0.41,0.14,14,0.0480492793501469,4.46510126228896
0.43,0.14,11,101.764634952108,87.3636368303987
0.45,0.14,48,142.71512878334,71.4259888179658
0.47,0.14,0,199.827633749722,3.23169010709141e-05
0.49,0.14,0,199.842252559277,1.32044667530718e-24
0.01,0.15,0,13.5257163434466,22.1372235996575
0.03,0.15,0,13.9540045756208,22.9068649568097
0.05,0.15,0,0.391903641576504,7.57109497415519
0.07,0.15,0,0.0371598315185039,4.41550080613949
0.09,0.15,0,0.0120578595761741,3.48605591796763
0.11,0.15,0,0.00667544471018278,3.08324716184409
0.13,0.15,0,0.00446368669804046,2.83816928267206
0.15,0.15,0,0.00333515811405481,2.66826611238706
0.17,0.15,0,0.00256131356122037,2.52375044133026
0.19,0.15,0,0.00204516415823981,2.4044254844938
0.21,0.15,0,0.00169952593351168,2.31037437117342
0.23,0.15,0,0.0014641500957394,2.23277489932197
0.25,0.15,0,0.00131078953321433,2.17451184516587
0.27,0.15,0,0.00121960327836173,2.13258998186636
0.29,0.15,0,0.00122020757728451,2.11975972875373
0.31,0.15,0,0.00124823275027951,2.11587707829699
0.33,0.15,0,0.0014463744785148,2.15907295160306
0.35,0.15,0,0.00160158460231173,2.18612898050375
0.37,0.15,0,0.00249637278616633,2.36014146259752
0.39,0.15,1,0.00404226151742259,2.56946766406613
0.41,0.15,7,0.0119829483174601,3.16997483662578
0.43,0.15,5,94.279591102671,87.1225589799181
0.45,0.15,36,133.189060451779,77.7738962548461
0.47,0.15,0,199.649210328074,0.0068493944510303
0.49,0.15,0,199.842252559233,2.36154610177893e-22
